Date,Price,Open,High,Low,Vol.,Change %
2012-09-12,5.66,5.58,5.72,5.56,5.73M,1.80%
2012-09-11,5.56,5.55,5.63,5.48,5.07M,1.65%
2012-09-10,5.47,5.84,5.87,5.46,7.42M,-6.81%
2012-09-07,5.87,5.71,5.91,5.7,4.77M,2.80%
2012-09-06,5.71,5.6,5.78,5.58,4.21M,2.15%
2012-09-05,5.59,5.6,5.7,5.56,3.20M,-0.71%
2012-09-04,5.63,5.7,5.8,5.58,3.76M,-1.23%
2012-08-31,5.7,5.72,5.77,5.64,2.70M,0.35%
2012-08-30,5.68,5.72,5.75,5.62,3.28M,0.00%
2012-08-29,5.68,5.7,5.73,5.6,4.19M,-1.05%
2012-08-28,5.74,5.68,5.88,5.6,7.01M,1.41%
2012-08-27,5.66,5.91,5.94,5.63,6.75M,-4.07%
2012-08-24,5.9,6.01,6.05,5.88,7.15M,-4.07%
2012-08-23,6.15,6,6.17,5.93,7.35M,2.67%
2012-08-22,5.99,5.8,6.01,5.8,3.88M,2.92%
2012-08-21,5.82,5.92,6,5.8,3.81M,-1.36%
2012-08-20,5.9,6.03,6.08,5.82,5.90M,-1.67%
2012-08-17,6,6.06,6.14,6,2.54M,-0.99%
2012-08-16,6.06,5.91,6.08,5.9,3.34M,3.06%
2012-08-15,5.88,5.88,5.94,5.76,2.63M,0.00%
2012-08-14,5.88,6.15,6.23,5.85,3.97M,-5.62%
2012-08-13,6.23,5.94,6.26,5.82,4.35M,4.01%
2012-08-10,5.99,5.86,5.99,5.86,3.54M,1.87%
2012-08-09,5.88,5.9,6,5.83,3.36M,1.03%
2012-08-08,5.82,5.98,6,5.72,6.54M,-3.80%
2012-08-07,6.05,5.75,6.18,5.7,11.94M,7.08%
2012-08-06,5.65,5.51,5.74,5.51,7.64M,3.67%
2012-08-03,5.45,5.38,5.51,5.35,6.05M,4.41%
2012-08-02,5.22,5.37,5.37,5.1,6.53M,-0.57%
2012-08-01,5.25,5.6,5.6,5.21,7.96M,-4.20%
2012-07-31,5.48,5.51,5.59,5.47,7.88M,0.18%
2012-07-30,5.47,5.9,6.05,5.44,10.33M,-7.29%
2012-07-27,5.9,5.74,5.93,5.62,8.36M,4.80%
2012-07-26,5.63,5.98,6,5.53,11.32M,-2.76%
2012-07-25,5.79,5.98,6,5.75,14.22M,-3.02%
2012-07-24,5.97,6.13,6.21,5.92,7.50M,-2.61%
2012-07-23,6.13,6.21,6.26,6.12,6.93M,-3.62%
2012-07-20,6.36,6.41,6.45,6.25,7.84M,-1.40%
2012-07-19,6.45,6.54,6.63,6.41,7.18M,0.31%
2012-07-18,6.43,6.28,6.73,6.21,14.41M,-3.60%
2012-07-17,6.67,7,7.04,6.48,12.85M,-7.23%
2012-07-16,7.19,6.86,7.2,6.78,8.72M,4.96%
2012-07-13,6.85,6.59,6.88,6.57,6.52M,4.74%
2012-07-12,6.54,6.26,6.6,6.16,5.63M,3.81%
2012-07-11,6.3,6.31,6.34,6.2,3.19M,0.80%
2012-07-10,6.25,6.31,6.5,6.18,3.79M,-0.79%
2012-07-09,6.3,6.19,6.37,6.13,4.55M,1.61%
2012-07-06,6.2,6.2,6.35,6.16,3.92M,-0.80%
2012-07-05,6.25,6.16,6.33,6.16,6.27M,1.96%
2012-07-03,6.13,6.12,6.2,6.08,4.74M,0.82%
2012-07-02,6.08,6.27,6.36,6.04,6.58M,-2.88%
2012-06-29,6.26,6.56,6.56,6.2,5.63M,-0.32%
2012-06-28,6.28,6.38,6.42,6.12,4.57M,-1.72%
2012-06-27,6.39,6.38,6.49,6.31,5.24M,1.11%
2012-06-26,6.32,6.41,6.47,6.28,13.07M,-4.53%
2012-06-25,6.62,6.79,6.82,6.55,7.52M,-2.07%
2012-06-22,6.76,6.52,6.8,6.49,15.24M,4.97%
2012-06-21,6.44,6.85,6.86,6.37,9.46M,-4.73%
2012-06-20,6.76,6.7,6.9,6.64,17.11M,5.30%
2012-06-19,6.42,6.4,6.53,6.3,4.56M,0.78%
2012-06-18,6.37,5.99,6.47,5.9,6.28M,6.52%
2012-06-15,5.98,5.88,5.99,5.76,3.23M,1.70%
2012-06-14,5.88,6.04,6.13,5.72,4.36M,-1.18%
2012-06-13,5.95,5.91,6.13,5.89,4.22M,0.34%
2012-06-12,5.93,5.85,5.97,5.76,2.84M,1.89%
2012-06-11,5.82,6.06,6.2,5.79,3.18M,-3.32%
2012-06-08,6.02,5.77,6.04,5.63,4.41M,3.97%
2012-06-07,5.79,5.96,5.97,5.77,2.46M,-0.86%
2012-06-06,5.84,5.64,5.89,5.63,4.55M,4.66%
2012-06-05,5.58,5.57,5.68,5.51,3.15M,0.00%
2012-06-04,5.58,5.61,5.68,5.42,5.15M,-0.89%
2012-06-01,5.63,5.71,5.83,5.55,4.43M,-4.58%
2012-05-31,5.9,6.01,6.06,5.75,5.59M,-2.96%
2012-05-30,6.08,6.22,6.28,6.05,6.54M,-4.10%
2012-05-29,6.34,6,6.39,6,8.25M,6.38%
2012-05-25,5.96,6.03,6.08,5.84,3.79M,-1.65%
2012-05-24,6.06,6.25,6.25,5.94,5.38M,-2.26%
2012-05-23,6.2,6.11,6.21,5.9,6.10M,0.65%
2012-05-22,6.16,6.02,6.27,6,11.83M,7.13%
2012-05-21,5.75,5.52,5.85,5.42,7.38M,4.36%
2012-05-18,5.51,5.67,5.69,5.37,8.08M,-3.50%
2012-05-17,5.71,5.86,5.96,5.65,5.75M,-2.23%
2012-05-16,5.84,5.92,6.04,5.78,6.29M,-0.85%
2012-05-15,5.89,6.05,6.19,5.84,7.93M,-2.00%
2012-05-14,6.01,6.38,6.43,6.01,6.90M,-6.82%
2012-05-11,6.45,6.5,6.69,6.43,6.11M,-2.12%
2012-05-10,6.59,6.59,6.94,6.48,27.78M,9.65%
2012-05-09,6.01,6.06,6.15,5.95,9.74M,-0.50%
2012-05-08,6.04,6.5,6.55,5.87,15.49M,-6.93%
2012-05-07,6.49,6.39,6.52,6.32,5.79M,1.88%
2012-05-04,6.37,6.46,6.49,6.28,6.24M,-1.85%
2012-05-03,6.49,6.78,6.8,6.43,4.21M,-4.42%
2012-05-02,6.79,6.7,6.88,6.68,2.49M,0.44%
2012-05-01,6.76,6.63,6.84,6.63,3.29M,1.96%
2012-04-30,6.63,6.65,6.67,6.52,2.07M,-0.60%
2012-04-27,6.67,6.72,6.73,6.58,2.95M,-0.45%
2012-04-26,6.7,6.59,6.7,6.58,2.14M,1.82%
2012-04-25,6.58,6.41,6.6,6.41,3.56M,3.46%
2012-04-24,6.36,6.36,6.44,6.2,3.37M,-0.47%
2012-04-23,6.39,6.57,6.59,6.34,4.45M,-3.62%
2012-04-20,6.63,6.63,6.75,6.59,4.11M,0.00%
2012-04-19,6.63,6.55,6.69,6.5,3.87M,1.53%
2012-04-18,6.53,6.42,6.55,6.31,4.12M,1.24%
2012-04-17,6.45,6.49,6.61,6.41,5.58M,0.00%
2012-04-16,6.45,6.68,6.74,6.42,5.50M,-4.02%
2012-04-13,6.72,6.79,6.81,6.57,3.25M,0.45%
2012-04-12,6.69,6.75,6.9,6.58,5.17M,1.06%
2012-04-11,6.62,6.65,6.66,6.4,5.53M,2.00%
2012-04-10,6.49,6.63,6.77,6.42,9.24M,-2.11%
2012-04-09,6.63,6.82,6.86,6.62,8.28M,-3.91%
2012-04-05,6.9,7.02,7.09,6.88,7.55M,-1.43%
2012-04-04,7,7.05,7.1,6.94,22.41M,-7.89%
2012-04-03,7.6,7.34,7.69,7.33,5.52M,3.83%
2012-04-02,7.32,7.47,7.59,7.31,5.14M,-1.74%
2012-03-30,7.45,7.5,7.59,7.34,4.43M,-0.27%
2012-03-29,7.47,7.64,7.64,7.41,3.98M,-1.32%
2012-03-28,7.57,7.56,7.69,7.42,4.77M,-0.26%
2012-03-27,7.59,7.43,7.99,7.41,12.70M,1.47%
2012-03-26,7.48,7.12,7.62,7.01,15.70M,9.68%
2012-03-23,6.82,6.85,6.93,6.63,5.85M,-0.87%
2012-03-22,6.88,6.99,7.03,6.86,2.61M,-2.13%
2012-03-21,7.03,6.99,7.06,6.92,3.04M,0.57%
2012-03-20,6.99,7,7.04,6.91,2.84M,-0.14%
2012-03-19,7,7.05,7.06,6.91,5.08M,-0.85%
2012-03-16,7.06,6.98,7.18,6.97,3.65M,0.86%
2012-03-15,7,7.06,7.1,6.96,2.86M,-0.85%
2012-03-14,7.06,7.2,7.2,6.96,4.26M,-2.22%
2012-03-13,7.22,7.3,7.32,7.1,5.01M,0.28%
2012-03-12,7.2,6.94,7.26,6.92,9.82M,3.60%
2012-03-09,6.95,6.64,7.06,6.64,7.77M,5.14%
2012-03-08,6.61,6.62,6.7,6.61,3.17M,-0.15%
2012-03-07,6.62,6.62,6.66,6.58,1.82M,0.00%
2012-03-06,6.62,6.65,6.66,6.52,2.87M,-1.93%
2012-03-05,6.75,6.87,6.88,6.69,2.33M,-0.88%
2012-03-02,6.81,6.88,6.9,6.74,2.75M,-1.02%
2012-03-01,6.88,6.7,6.9,6.66,3.52M,2.99%
2012-02-29,6.68,6.76,6.82,6.63,2.68M,-1.18%
2012-02-28,6.76,6.73,6.89,6.63,3.06M,0.60%
2012-02-27,6.72,6.68,6.8,6.6,3.03M,-0.44%
2012-02-24,6.75,6.85,6.9,6.65,4.80M,-2.32%
2012-02-23,6.91,6.8,6.99,6.71,4.10M,1.02%
2012-02-22,6.84,6.9,6.94,6.5,8.27M,-0.87%
2012-02-21,6.9,6.97,6.97,6.76,5.68M,-1.29%
2012-02-17,6.99,6.8,6.99,6.7,6.88M,2.19%
2012-02-16,6.84,6.7,6.9,6.51,11.10M,1.79%
2012-02-15,6.72,6.62,6.88,6.45,13.82M,1.36%
2012-02-14,6.63,6.35,6.76,6.28,9.06M,5.24%
2012-02-13,6.3,6.31,6.41,6.18,5.79M,1.29%
2012-02-10,6.22,6.45,6.45,5.97,9.37M,-4.60%
2012-02-09,6.52,6.4,6.58,6.29,6.39M,2.03%
2012-02-08,6.39,6.32,6.4,6.26,3.12M,1.11%
2012-02-07,6.32,6.36,6.36,6.16,5.11M,-0.63%
2012-02-06,6.36,6.22,6.38,6.21,3.26M,2.09%
2012-02-03,6.23,6.08,6.27,6.05,3.82M,2.98%
2012-02-02,6.05,5.94,6.18,5.92,4.03M,2.20%
2012-02-01,5.92,5.81,5.94,5.8,2.62M,1.89%
2012-01-31,5.81,5.98,6,5.77,4.78M,-1.69%
2012-01-30,5.91,5.9,5.92,5.71,3.64M,0.68%
2012-01-27,5.87,5.7,5.94,5.7,3.74M,1.38%
2012-01-26,5.79,5.61,5.92,5.6,6.36M,3.58%
2012-01-25,5.59,5.45,5.6,5.41,3.06M,2.01%
2012-01-24,5.48,5.33,5.54,5.29,4.29M,2.43%
2012-01-23,5.35,5.36,5.44,5.32,2.97M,0.56%
2012-01-20,5.32,5.38,5.4,5.28,3.31M,-0.56%
2012-01-19,5.35,5.44,5.55,5.32,6.23M,-0.19%
2012-01-18,5.36,5.34,5.38,5.25,6.30M,0.75%
2012-01-17,5.32,5.32,5.47,5.28,23.26M,16.67%
2012-01-13,4.56,5.68,5.7,4.53,27.53M,-19.29%
2012-01-12,5.65,5.7,5.72,5.56,3.65M,0.00%
2012-01-11,5.65,5.52,5.68,5.46,3.36M,2.36%
2012-01-10,5.52,5.49,5.55,5.45,3.36M,1.28%
2012-01-09,5.45,5.4,5.5,5.22,4.48M,1.30%
2012-01-06,5.38,5.44,5.56,5.28,4.93M,-0.74%
2012-01-05,5.42,5.55,5.59,5.37,5.03M,-2.17%
2012-01-04,5.54,5.64,5.73,5.5,3.15M,-1.42%
2012-01-03,5.62,5.79,5.9,5.53,4.64M,-1.58%
2011-12-30,5.71,5.7,5.8,5.65,1.70M,-0.70%
2011-12-29,5.75,5.72,5.87,5.71,2.44M,0.88%
2011-12-28,5.7,5.8,5.85,5.61,2.88M,-0.18%
2011-12-27,5.71,5.53,5.75,5.53,3.89M,2.33%
2011-12-23,5.58,5.6,5.6,5.5,2.96M,0.54%
2011-12-22,5.55,5.52,5.61,5.46,5.05M,0.73%
2011-12-21,5.51,5.58,5.61,5.21,8.53M,-1.25%
2011-12-20,5.58,5.61,5.69,5.54,4.22M,0.54%
2011-12-19,5.55,5.62,5.7,5.47,4.93M,-0.89%
2011-12-16,5.6,5.76,5.79,5.6,5.15M,-2.10%
2011-12-15,5.72,5.73,5.83,5.62,3.50M,0.18%
2011-12-14,5.71,5.9,5.94,5.6,5.82M,-3.06%
2011-12-13,5.89,6.11,6.19,5.78,4.97M,-3.13%
2011-12-12,6.08,6.09,6.12,6,3.79M,-2.09%
2011-12-09,6.21,6.11,6.22,6.06,6.20M,0.49%
2011-12-08,6.18,6.17,6.33,5.92,16.53M,-9.65%
2011-12-07,6.84,6.93,6.98,6.76,3.37M,-1.87%
2011-12-06,6.97,6.84,7,6.81,4.76M,1.31%
2011-12-05,6.88,6.71,7,6.69,5.80M,3.30%
2011-12-02,6.66,6.57,6.74,6.48,4.01M,2.15%
2011-12-01,6.52,6.51,6.8,6.4,5.15M,-0.46%
2011-11-30,6.55,6.5,6.59,6.44,3.80M,3.15%
2011-11-29,6.35,6.5,6.61,6.33,2.96M,-2.46%
2011-11-28,6.51,6.4,6.66,6.36,3.41M,2.84%
2011-11-25,6.33,6.31,6.48,6.22,1.20M,0.64%
2011-11-23,6.29,6.35,6.41,6.25,2.26M,-1.87%
2011-11-22,6.41,6.35,6.56,6.21,3.66M,0.94%
2011-11-21,6.35,6.49,6.49,6.21,5.16M,-2.61%
2011-11-18,6.52,6.73,6.82,6.51,4.51M,-3.26%
2011-11-17,6.74,6.9,6.98,6.64,6.75M,-3.58%
2011-11-16,6.99,6.7,7,6.68,9.17M,2.95%
2011-11-15,6.79,6.58,6.88,6.55,4.45M,2.26%
2011-11-14,6.64,6.6,6.71,6.52,6.63M,-1.34%
2011-11-11,6.73,6.38,6.9,6.11,19.38M,7.34%
2011-11-10,6.27,6.19,6.3,6.13,3.74M,1.46%
2011-11-09,6.18,6.17,6.3,6.06,4.77M,-2.98%
2011-11-08,6.37,6.27,6.4,6.14,5.84M,1.92%
2011-11-07,6.25,6.33,6.4,6.15,6.33M,-3.25%
2011-11-04,6.46,6.29,6.48,6.1,15.17M,-0.46%
2011-11-03,6.49,6,6.5,5.91,12.55M,13.07%
2011-11-02,5.74,5.8,5.85,5.65,4.38M,-0.69%
2011-11-01,5.78,5.68,5.78,5.6,3.18M,-1.53%
2011-10-31,5.87,5.9,5.9,5.75,5.67M,-1.68%
2011-10-28,5.97,5.7,6,5.6,6.32M,3.83%
2011-10-27,5.75,5.67,5.79,5.62,4.35M,2.68%
2011-10-26,5.6,5.64,5.67,5.48,2.55M,-0.88%
2011-10-25,5.65,5.65,5.77,5.56,3.27M,-1.05%
2011-10-24,5.71,5.57,5.78,5.55,4.70M,1.78%
2011-10-21,5.61,5.48,5.66,5.4,5.71M,2.56%
2011-10-20,5.47,5.49,5.49,5.4,5.00M,-0.73%
2011-10-19,5.51,5.6,5.61,5.46,3.96M,-2.82%
2011-10-18,5.67,5.46,5.69,5.34,5.00M,3.47%
2011-10-17,5.48,5.57,5.6,5.45,3.77M,-2.32%
2011-10-14,5.61,5.6,5.71,5.45,7.00M,0.36%
2011-10-13,5.59,5.53,5.69,5.49,5.22M,0.54%
2011-10-12,5.56,5.45,5.6,5.44,5.62M,0.72%
2011-10-11,5.52,5.5,5.55,5.42,2.88M,-1.08%
2011-10-10,5.58,5.46,5.64,5.4,4.62M,3.33%
2011-10-07,5.4,5.4,5.52,5.21,6.56M,0.19%
2011-10-06,5.39,5.07,5.52,5,8.85M,6.31%
2011-10-05,5.07,4.81,5.17,4.67,6.15M,7.19%
2011-10-04,4.73,4.66,4.86,4.59,6.00M,-0.42%
2011-10-03,4.75,4.99,5,4.65,5.12M,-2.66%
2011-09-30,4.88,4.96,4.98,4.7,6.68M,1.24%
2011-09-29,4.82,5.14,5.16,4.71,4.65M,-2.03%
2011-09-28,4.92,5.2,5.3,4.9,3.62M,-6.11%
2011-09-27,5.24,5.2,5.4,5.11,3.37M,2.75%
2011-09-26,5.1,5.3,5.3,4.98,4.67M,-3.41%
2011-09-23,5.28,5.1,5.32,5.07,5.78M,2.92%
2011-09-22,5.13,5.13,5.22,4.98,3.88M,-0.77%
2011-09-21,5.17,5.19,5.39,5.14,4.94M,-0.58%
2011-09-20,5.2,5.2,5.32,5.13,5.90M,0.97%
2011-09-19,5.15,4.99,5.16,4.76,5.79M,-0.19%
2011-09-16,5.16,4.96,5.17,4.9,7.09M,4.03%
2011-09-15,4.96,4.92,4.99,4.87,2.81M,1.85%
2011-09-14,4.87,4.85,4.97,4.76,4.15M,1.04%
2011-09-13,4.82,4.6,4.82,4.55,3.63M,5.24%
2011-09-12,4.58,4.5,4.66,4.49,2.83M,-0.22%
2011-09-09,4.59,4.67,4.71,4.51,3.35M,-2.75%
2011-09-08,4.72,4.72,4.81,4.66,2.53M,-1.05%
2011-09-07,4.77,4.68,4.8,4.66,2.30M,3.92%
2011-09-06,4.59,4.5,4.64,4.46,4.05M,-0.43%
2011-09-02,4.61,4.73,4.8,4.54,3.85M,-3.96%
2011-09-01,4.8,4.93,4.97,4.77,4.24M,-3.03%
2011-08-31,4.95,4.96,5.1,4.86,4.12M,0.41%
2011-08-30,4.93,4.9,4.95,4.82,1.83M,-0.20%
2011-08-29,4.94,4.84,4.97,4.8,4.02M,4.00%
2011-08-26,4.75,4.54,4.79,4.41,3.81M,2.81%
2011-08-25,4.62,4.77,4.77,4.58,3.40M,-3.14%
2011-08-24,4.77,4.62,4.79,4.57,3.42M,3.92%
2011-08-23,4.59,4.39,4.62,4.3,4.34M,4.56%
2011-08-22,4.39,4.62,4.76,4.34,4.93M,-1.57%
2011-08-19,4.46,4.77,4.84,4.4,6.88M,-8.04%
2011-08-18,4.85,5,5.03,4.69,5.28M,-6.19%
2011-08-17,5.17,5.28,5.33,5.1,3.22M,-0.96%
2011-08-16,5.22,5.23,5.31,5.17,2.69M,-0.57%
2011-08-15,5.25,5.32,5.35,5.19,3.69M,-0.19%
2011-08-12,5.26,5.12,5.43,5.07,5.05M,3.95%
2011-08-11,5.06,4.81,5.15,4.8,4.18M,6.30%
2011-08-10,4.76,5.09,5.09,4.73,7.82M,-4.99%
2011-08-09,5.01,4.83,5.09,4.74,6.67M,5.92%
2011-08-08,4.73,4.62,4.89,4.62,13.04M,-2.47%
2011-08-05,4.85,5,5.08,4.57,9.82M,-2.02%
2011-08-04,4.95,5.3,5.38,4.93,15.33M,-9.01%
2011-08-03,5.44,5.5,5.57,5.27,9.01M,-0.55%
2011-08-02,5.47,5.74,5.84,5.45,7.75M,-4.87%
2011-08-01,5.75,5.73,5.8,5.64,5.82M,2.13%
2011-07-29,5.63,5.56,5.68,5.5,4.74M,0.00%
2011-07-28,5.63,5.52,5.71,5.51,4.69M,1.81%
2011-07-27,5.53,5.7,5.7,5.5,4.79M,-1.25%
2011-07-26,5.6,5.66,5.75,5.59,3.81M,-1.75%
2011-07-25,5.7,5.8,5.85,5.69,3.37M,-2.73%
2011-07-22,5.86,5.74,5.91,5.71,2.92M,2.09%
2011-07-21,5.74,5.78,5.83,5.62,5.06M,0.00%
2011-07-20,5.74,5.6,6.09,5.56,15.24M,2.87%
2011-07-19,5.58,5.52,5.62,5.51,5.13M,2.39%
2011-07-18,5.45,5.47,5.49,5.33,4.26M,-1.27%
2011-07-15,5.52,5.56,5.57,5.48,3.54M,0.00%
2011-07-14,5.52,5.71,5.79,5.45,5.80M,-3.66%
2011-07-13,5.73,5.69,5.81,5.58,5.33M,1.78%
2011-07-12,5.63,5.67,5.82,5.6,5.23M,-0.71%
2011-07-11,5.67,5.68,5.71,5.6,4.88M,-1.56%
2011-07-08,5.76,5.98,5.98,5.72,6.20M,-3.19%
2011-07-07,5.95,5.83,6,5.8,6.64M,2.76%
2011-07-06,5.79,5.83,5.83,5.71,4.63M,-0.69%
2011-07-05,5.83,5.8,5.9,5.74,4.98M,0.52%
2011-07-01,5.8,5.81,5.92,5.76,4.27M,-0.51%
2011-06-30,5.83,5.7,5.87,5.68,4.73M,3.00%
2011-06-29,5.66,5.7,5.82,5.61,7.31M,0.71%
2011-06-28,5.62,5.56,5.65,5.53,4.45M,2.37%
2011-06-27,5.49,5.55,5.66,5.46,9.05M,-0.36%
2011-06-24,5.51,5.53,5.59,5.45,18.04M,-0.54%
2011-06-23,5.54,5.44,5.54,5.24,5.85M,1.84%
2011-06-22,5.44,5.47,5.65,5.42,7.38M,-1.27%
2011-06-21,5.51,5.25,5.55,5.2,7.48M,5.96%
2011-06-20,5.2,5.26,5.29,5.1,7.69M,-1.89%
2011-06-17,5.3,5.37,5.54,5.23,8.57M,0.00%
2011-06-16,5.3,5.53,5.6,5.15,9.21M,-2.93%
2011-06-15,5.46,5.69,5.69,5.41,6.73M,-4.55%
2011-06-14,5.72,5.71,5.94,5.7,7.87M,0.53%
2011-06-13,5.69,5.61,5.78,5.58,8.57M,2.15%
2011-06-10,5.57,5.5,5.66,5.47,7.83M,0.91%
2011-06-09,5.52,5.49,5.62,5.42,8.02M,1.85%
2011-06-08,5.42,5.69,5.72,5.4,8.48M,-4.41%
2011-06-07,5.67,5.79,5.88,5.65,6.11M,-1.22%
2011-06-06,5.74,6.02,6.03,5.65,11.66M,-4.81%
2011-06-03,6.03,5.99,6.3,5.9,31.05M,4.87%
2011-06-02,5.75,5.7,5.86,5.7,4.93M,0.88%
2011-06-01,5.7,6,6.02,5.68,7.65M,-5.47%
2011-05-31,6.03,5.94,6.06,5.91,16.45M,2.03%
2011-05-27,5.91,5.91,5.93,5.76,8.44M,0.17%
2011-05-26,5.9,5.76,5.95,5.62,16.68M,1.72%
2011-05-25,5.8,5.38,5.8,5.23,23.47M,8.61%
2011-05-24,5.34,5.4,5.5,5.32,3.07M,-0.37%
2011-05-23,5.36,5.52,5.52,5.32,4.32M,-4.11%
2011-05-20,5.59,5.65,5.66,5.47,4.21M,-0.89%
2011-05-19,5.64,5.41,5.69,5.32,13.28M,7.02%
2011-05-18,5.27,5.22,5.29,5.1,3.65M,1.54%
2011-05-17,5.19,5.4,5.4,5.14,6.17M,-2.44%
2011-05-16,5.32,5.6,5.6,5.31,3.78M,-3.45%
2011-05-13,5.51,5.6,5.64,5.46,3.31M,-0.36%
2011-05-12,5.53,5.41,5.55,5.33,3.14M,2.22%
2011-05-11,5.41,5.64,5.66,5.38,4.81M,-4.59%
2011-05-10,5.67,5.65,5.79,5.58,7.68M,1.61%
2011-05-09,5.58,5.4,5.6,5.37,4.58M,2.95%
2011-05-06,5.42,5.38,5.54,5.32,4.91M,2.46%
2011-05-05,5.29,5.44,5.49,5.23,6.10M,-0.94%
2011-05-04,5.34,5.36,5.4,5.15,5.24M,-0.56%
2011-05-03,5.37,5.48,5.48,5.3,4.57M,-2.19%
2011-05-02,5.49,5.52,5.56,5.41,3.92M,-0.54%
2011-04-29,5.52,5.54,5.57,5.48,3.63M,-0.18%
2011-04-28,5.53,5.41,5.54,5.34,8.22M,2.03%
2011-04-27,5.42,5.39,5.47,5.33,4.98M,0.56%
2011-04-26,5.39,5.33,5.45,5.26,6.86M,2.08%
2011-04-25,5.28,5.34,5.35,5.19,4.00M,-1.31%
2011-04-21,5.35,5.17,5.4,5.12,6.93M,3.88%
2011-04-20,5.15,5.14,5.22,5.06,4.19M,2.39%
2011-04-19,5.03,5.05,5.05,4.93,2.74M,0.40%
2011-04-18,5.01,5.03,5.12,4.87,5.17M,-2.15%
2011-04-15,5.12,5.13,5.24,5.08,4.72M,1.79%
2011-04-14,5.03,4.97,5.06,4.84,4.92M,0.80%
2011-04-13,4.99,5.03,5.14,4.96,6.06M,1.22%
2011-04-12,4.93,5.02,5.04,4.86,6.79M,-2.38%
2011-04-11,5.05,5.29,5.31,5,6.86M,-4.72%
2011-04-08,5.3,5.52,5.52,5.27,9.73M,-2.75%
2011-04-07,5.45,5.37,5.59,5.29,14.05M,2.83%
2011-04-06,5.3,5.4,5.4,5.16,6.44M,-0.75%
2011-04-05,5.34,5.18,5.4,5.14,15.91M,3.29%
2011-04-04,5.17,5.37,5.4,5.05,13.05M,-3.00%
2011-04-01,5.33,5.49,5.64,5.31,14.33M,-3.96%
2011-03-31,5.55,5.31,5.74,5.3,57.61M,17.09%
2011-03-30,4.74,4.82,4.9,4.6,6.12M,-0.84%
2011-03-29,4.78,4.66,4.8,4.64,3.78M,2.80%
2011-03-28,4.65,4.54,4.71,4.51,5.29M,2.20%
2011-03-25,4.55,4.49,4.6,4.48,2.84M,1.79%
2011-03-24,4.47,4.43,4.48,4.4,2.31M,0.68%
2011-03-23,4.44,4.42,4.45,4.35,2.11M,0.00%
2011-03-22,4.44,4.55,4.57,4.4,2.91M,-2.42%
2011-03-21,4.55,4.61,4.61,4.51,2.06M,-0.87%
2011-03-18,4.59,4.64,4.64,4.5,3.44M,0.66%
2011-03-17,4.56,4.65,4.69,4.53,4.61M,0.00%
2011-03-16,4.56,4.57,4.65,4.54,5.85M,-0.65%
2011-03-15,4.59,4.44,4.59,4.36,6.59M,-1.29%
2011-03-14,4.65,4.76,4.8,4.64,5.83M,-3.33%
2011-03-11,4.81,4.77,4.85,4.71,4.65M,0.21%
2011-03-10,4.8,4.89,4.9,4.75,5.09M,-2.83%
2011-03-09,4.94,4.93,5,4.85,4.62M,0.20%
2011-03-08,4.93,4.92,4.99,4.8,7.00M,-1.20%
2011-03-07,4.99,4.99,5.08,4.94,10.17M,0.00%
2011-03-04,4.99,4.9,5,4.76,7.90M,2.46%
2011-03-03,4.87,4.9,4.96,4.81,3.20M,1.46%
2011-03-02,4.8,4.76,4.86,4.75,3.32M,0.21%
2011-03-01,4.79,4.81,4.86,4.74,5.53M,0.21%
2011-02-28,4.78,4.75,4.82,4.7,5.26M,1.27%
2011-02-25,4.72,4.56,4.77,4.54,6.74M,4.66%
2011-02-24,4.51,4.36,4.52,4.3,5.28M,3.20%
2011-02-23,4.37,4.44,4.5,4.22,8.03M,0.00%
2011-02-22,4.37,4.58,4.6,4.36,10.32M,-5.82%
2011-02-18,4.64,4.67,4.7,4.59,11.85M,-1.69%
2011-02-17,4.72,4.93,5.1,4.71,13.10M,-4.65%
2011-02-16,4.95,4.62,4.99,4.61,20.58M,8.32%
2011-02-15,4.57,4.6,4.63,4.51,4.80M,-1.08%
2011-02-14,4.62,4.73,4.83,4.61,6.42M,-0.65%
2011-02-11,4.65,4.65,4.75,4.59,3.18M,0.22%
2011-02-10,4.64,4.65,4.73,4.56,4.18M,0.00%
2011-02-09,4.64,4.83,4.84,4.56,13.18M,-5.31%
2011-02-08,4.9,4.76,5.05,4.6,17.53M,6.29%
2011-02-07,4.61,4.65,4.65,4.58,4.48M,-1.71%
2011-02-04,4.69,4.69,4.73,4.64,2.72M,-0.85%
2011-02-03,4.73,4.76,4.78,4.63,2.56M,-1.25%
2011-02-02,4.79,4.83,4.84,4.73,2.85M,0.21%
2011-02-01,4.78,4.86,4.95,4.71,3.54M,-0.83%
2011-01-31,4.82,4.81,4.82,4.7,4.16M,0.42%
2011-01-28,4.8,4.98,4.98,4.75,5.24M,-3.61%
2011-01-27,4.98,4.95,5.02,4.91,4.48M,0.61%
2011-01-26,4.95,4.94,4.98,4.82,5.40M,0.20%
2011-01-25,4.94,4.93,4.98,4.8,6.36M,0.82%
2011-01-24,4.9,4.71,4.96,4.65,8.23M,6.29%
2011-01-21,4.61,4.62,4.72,4.54,6.08M,1.99%
2011-01-20,4.52,4.81,4.89,4.47,11.40M,-6.03%
2011-01-19,4.81,5.05,5.09,4.75,11.86M,-6.24%
2011-01-18,5.13,5.1,5.13,4.95,8.12M,-0.39%
2011-01-14,5.15,5.23,5.32,5.12,5.96M,-1.72%
